State Name,Two Wheeler,Three Wheeler,Four Wheeler,Goods Vehicles,Public Service Vehicle,Special Category Vehicles,Ambulance/Hearses,Construction Equipment Vehicle,Other,Grand Total,total-charging-stations,Charging_Station_Share (%),Chargers per 1k EVs,EV_per_Station,State Population (millions),State Area (km²),Urbanization Rate (%),EV-Friendly Policy Score,EV Registrations (in thousands),Electricity Rate (Rs/unit),Smart Cities Count
Delhi,60715,41820,7797,250.2,60.1,7,4,7,885,77047,579,20.44,2.050327,1719.744902,29.86,124860.54,74.76,1,744,3.06,8
Karnataka,77870,89222,8281,19.5,184.2,3,8,7,759,47293,279,5.24,3.001465,4389.305736,129.38,191508.7,30.55,9,71,3.97,2
Bihar,43173,15639,1693,133.3,319.4,15,6,5,1657,291159,789,12.32,5.352264,386.731321,32.1,247975.33,65.72,6,631,8.58,2
Maharashtra,25126,108162,1163,194.5,56.2,4,4,1,1854,64786,551,19.54,5.060132,941.954001,244.79,203424.65,36.34,3,170,3.28,19
Rajasthan,19936,115774,6225,94.0,25.5,18,4,7,1817,275684,53,11.08,4.885752,2311.582612,115.77,52144.25,44.8,2,615,3.98,4
Tamil Nadu,17815,26500,2689,274.6,174.5,1,0,7,1237,82358,165,21.61,6.461907,3249.48326,163.07,348592.92,40.63,4,695,7.56,5
Assam,48220,101809,2982,145.7,72.7,23,3,2,767,72302,278,1.23,1.383048,4697.847042,218.39,87892.33,46.01,4,666,3.21,12
West Bengal,31323,108052,9266,450.5,304.5,9,1,1,328,112447,863,23.34,3.23508,1134.804612,42.68,305506.16,79.0,8,744,8.93,19
Haryana,18331,80572,6416,296.5,33.6,10,2,3,1625,220041,545,11.84,2.286367,2046.784868,154.57,336052.06,89.26,9,359,8.37,13
Uttarakhand,51136,26946,8565,156.9,126.2,16,4,7,1002,274090,853,10.26,3.094608,3541.561329,190.21,235784.54,87.45,10,185,5.76,1
Gujarat,3017,8319,8651,479.4,209.3,19,1,8,702,43340,808,1.16,5.857051,3980.329507,67.43,21860.12,48.53,8,159,5.56,14
Punjab,33072,71272,5281,298.5,410.1,1,6,5,164,117352,920,19.18,7.282347,499.354969,16.41,25314.18,86.97,3,846,5.39,6
Kerala,51997,80065,7090,433.6,415.4,24,1,1,1301,10934,653,24.49,8.786555,4559.68507,182.32,98247.49,86.81,9,103,3.89,11
Madhya Pradesh,2897,60522,6422,173.8,15.4,0,3,9,406,258307,995,11.22,6.140135,4444.734356,223.73,140680.22,64.54,10,20,8.01,19
Chhattisgarh,24026,105336,6018,122.1,28.9,0,8,0,22,43444,317,20.29,5.679083,3792.701667,101.3,153733.59,33.79,4,116,8.95,14
Jharkhand,59314,25444,3589,11.8,490.4,17,3,8,1428,171449,488,1.46,7.912815,3565.062571,79.17,255118.74,81.53,8,711,8.73,6
Odisha,5512,98973,7664,41.9,17.7,26,3,2,107,213299,942,14.8,4.110665,2377.036177,119.35,11155.76,42.08,3,630,5.29,15
Telangana,12041,63493,7658,69.9,6.7,1,5,1,1624,109915,808,11.22,0.964773,1834.535903,136.66,299631.02,54.37,7,677,7.24,18
Andhra Pradesh,47019,57589,4952,88.8,181.8,8,3,0,1871,179004,421,22.29,3.453442,3207.152402,170.08,130346.94,60.05,4,722,7.49,7
Uttar Pradesh,26797,90637,3016,118.4,94.5,25,0,4,1076,88770,469,9.45,7.03668,2071.482012,141.22,83507.57,64.75,4,219,4.08,12
Delhi,12135,35532,152,116.4,290.4,24,2,4,203,13842,710,6.28,5.234907,4832.074879,68.37,270446.13,63.38,7,881,3.14,8
Karnataka,2869,59965,8132,280.6,461.5,0,7,3,448,133170,361,10.31,4.636416,1637.255037,19.03,47180.16,80.07,3,280,4.99,7
Bihar,39835,25231,3762,413.3,150.7,1,6,3,1508,107463,370,6.01,4.942478,2602.521908,199.27,14527.47,89.9,8,949,7.25,19
Maharashtra,25510,42217,2226,250.7,269.1,16,4,9,1677,103092,915,12.45,2.807591,4825.813587,125.65,249121.31,31.76,6,770,4.87,13
Rajasthan,44733,114069,5569,58.1,240.8,26,2,6,174,238454,978,1.14,3.771839,1101.876512,133.16,321718.12,57.92,9,301,5.05,13
Tamil Nadu,30817,59426,7955,412.3,46.9,23,1,8,634,262573,559,13.07,7.479301,1024.106325,10.99,289802.75,80.77,8,455,8.15,3
Assam,43484,52715,2270,429.6,175.6,15,3,2,46,183778,710,20.51,2.387247,1964.543283,11.63,159426.85,21.95,10,343,6.1,16
West Bengal,59489,5848,466,268.9,490.2,6,3,0,1328,38032,923,18.64,2.407891,2939.281495,74.35,106568.97,75.79,3,196,3.82,5
Haryana,59150,69625,667,144.3,14.7,3,9,7,922,195164,414,23.19,6.317661,3949.637683,140.82,87478.64,82.45,9,449,4.87,11
Uttarakhand,9108,32196,3222,25.4,415.4,19,2,6,690,170483,879,1.27,9.28655,568.371343,105.18,332635.98,75.7,7,998,6.76,13
Gujarat,50201,22828,3345,264.1,442.8,21,9,1,929,53784,407,20.57,9.366941,954.655426,246.9,28153.52,44.74,5,53,7.75,3
Punjab,36318,29425,4989,285.0,379.5,28,0,9,1167,119051,147,19.02,6.394039,667.796556,180.64,53754.19,80.07,4,48,7.4,9
Kerala,31813,79702,3350,324.9,97.9,19,8,9,1465,288962,130,18.89,0.870224,4780.659053,57.93,217957.76,42.2,1,601,3.31,16
Madhya Pradesh,15403,98554,6383,489.8,10.2,19,7,8,1797,255029,644,1.35,9.932903,4672.157942,90.76,150692.0,41.74,6,770,3.09,16
Chhattisgarh,75616,20878,2441,21.2,495.3,26,2,0,1078,108624,939,1.4,2.950954,626.980026,225.89,308284.87,81.49,7,310,7.73,11
Jharkhand,6611,77843,1654,353.2,61.7,6,9,2,1168,234448,831,20.61,7.774626,73.489351,158.54,54431.53,70.0,8,226,3.55,17
Odisha,64931,1200,5645,53.1,422.2,8,2,6,1777,201045,216,8.57,6.31899,3025.028175,209.74,297806.19,25.76,4,57,7.17,13
Telangana,68535,119608,1142,196.1,468.3,2,5,4,358,123118,616,23.77,7.556735,2157.223555,146.62,275439.33,20.75,4,386,5.96,14
Andhra Pradesh,4170,36795,7506,172.8,455.1,0,9,4,1911,43614,445,22.65,7.395886,3645.70508,217.8,201229.0,82.43,4,452,6.95,4
Uttar Pradesh,53334,18440,8516,481.9,89.1,11,5,4,801,129938,258,22.9,7.978357,3157.031022,5.2,209366.21,50.33,10,357,5.99,18
Delhi,76864,111858,6300,484.7,308.4,5,8,5,1214,223237,273,17.74,3.755541,982.260557,189.13,174942.32,42.08,10,459,5.94,1
Karnataka,43611,119507,4197,373.8,57.4,7,0,2,1638,73564,138,4.11,8.360313,2106.43976,55.92,200003.63,72.9,5,358,4.53,8
Bihar,14366,66356,5481,124.3,412.7,26,3,3,770,99812,287,19.44,4.377324,2083.686881,29.52,46932.5,46.52,1,312,3.13,17
Maharashtra,48558,113619,8161,159.3,360.9,17,6,4,1596,297829,349,14.95,3.427267,2057.616061,78.76,56494.92,54.44,6,202,4.51,16
Rajasthan,45623,107246,9056,204.0,477.4,3,9,6,1147,11652,105,18.57,3.038016,3927.981104,143.41,335606.33,79.72,5,432,5.74,19
Tamil Nadu,5210,90231,5443,220.1,246.8,13,4,0,1534,251308,309,23.89,3.318162,3480.471821,111.92,327436.64,83.54,6,274,6.89,5
Assam,21974,77795,8190,486.1,366.9,1,1,2,907,165637,486,18.31,4.681098,1756.643694,220.2,304430.11,47.58,4,172,7.36,12
West Bengal,52830,31339,2930,159.1,157.3,20,3,8,964,99005,154,18.97,8.065373,114.778727,45.43,131906.14,88.63,7,494,6.15,13
Haryana,11615,33494,7152,308.8,139.8,13,6,3,316,261808,677,9.43,3.471179,3168.932677,18.05,73433.5,49.95,8,605,4.12,7
Uttarakhand,26304,58089,2969,177.9,16.9,9,9,2,1074,249145,896,22.4,2.38296,2338.144339,229.36,30149.44,88.69,5,713,3.58,9
Gujarat,45333,23595,2897,420.8,490.3,6,4,8,616,134552,426,14.06,9.378651,4684.092568,142.22,214438.06,75.9,5,934,3.67,9
Punjab,34066,12261,7959,349.8,398.5,25,9,8,65,150040,813,0.85,8.200005,676.869076,145.38,335067.34,42.36,9,730,4.46,7
Kerala,5090,89679,8528,298.3,302.6,9,5,4,1734,218556,79,24.87,8.578495,4862.509619,165.74,185679.51,78.71,1,302,7.5,7
Madhya Pradesh,58027,88833,1084,406.3,262.5,27,5,3,1282,100914,126,17.18,6.837306,1208.447191,124.12,302922.18,64.7,5,713,8.11,19
Chhattisgarh,45592,92231,5542,184.3,493.3,8,1,3,580,125151,974,0.82,7.525318,892.094642,39.16,87352.12,55.64,8,197,8.95,11
Jharkhand,77033,13577,3288,228.8,454.7,29,3,6,1645,262039,860,22.63,7.720337,4411.508382,208.66,186975.79,33.88,7,692,7.2,18
Odisha,52250,117781,8674,143.4,405.7,22,4,0,736,297824,792,1.24,1.459395,3175.759148,141.59,309804.41,30.34,10,262,4.73,5
Telangana,70400,63706,9540,258.4,65.5,22,7,1,1163,246475,361,0.88,1.448574,1519.050865,143.46,50570.64,42.78,9,477,3.41,17
Andhra Pradesh,23420,49544,8081,143.6,358.5,27,6,4,710,138724,359,10.12,9.905613,2575.394237,108.09,283344.0,26.32,8,178,3.42,18
Uttar Pradesh,63792,91293,6622,74.0,13.9,13,5,6,1382,91022,119,19.76,8.436439,3275.368618,229.1,48920.86,87.13,6,287,8.25,7
Delhi,32056,42975,7686,47.9,257.3,15,3,2,251,159257,974,19.92,6.868523,1925.492653,61.05,76759.55,84.33,10,484,3.81,16
Karnataka,67228,112843,3397,318.0,337.0,8,2,0,9,64367,288,9.2,5.262162,481.013274,145.47,295874.93,81.97,10,275,8.15,5
Bihar,35034,106711,664,460.8,140.3,21,8,0,730,287822,423,7.05,3.569402,1052.610824,195.99,94630.58,63.41,9,593,8.54,6
Maharashtra,19962,26173,1921,207.6,354.4,9,0,1,487,155206,56,21.15,7.875266,1821.112559,34.32,151828.43,61.92,2,695,5.71,13
Rajasthan,14312,49318,8384,360.2,265.7,21,8,0,943,220124,976,16.3,7.175555,3351.394103,135.74,52496.24,30.16,4,144,3.32,5
Tamil Nadu,53811,117054,5556,23.9,158.0,25,2,6,1312,197647,651,1.23,0.694557,2271.557042,7.04,177123.96,78.7,3,931,5.54,17
Assam,51787,118810,8828,199.6,140.6,21,2,4,1150,194700,855,11.22,1.847951,3416.038187,141.9,244203.81,74.02,10,462,8.23,7
West Bengal,72894,7007,7307,22.8,204.3,18,7,6,1430,86404,18,8.14,8.815457,4316.352785,99.47,147630.11,78.32,3,335,8.31,7
Haryana,58108,46538,2745,309.8,364.0,8,8,8,121,113412,727,1.05,2.098937,3558.009015,133.9,46010.21,81.35,10,27,8.89,3
Uttarakhand,8510,7845,5853,158.4,185.7,3,0,1,946,179882,604,6.89,5.947525,2441.596935,139.08,115097.16,42.97,4,293,5.75,2
Gujarat,53618,35818,7854,363.9,87.7,12,7,8,1525,34812,944,22.59,8.388565,1718.401879,28.29,187434.02,53.14,1,925,4.73,7
Punjab,8236,100094,5873,315.4,207.9,1,0,9,1549,23303,507,24.75,2.355274,4299.009426,145.18,195730.04,53.96,1,415,7.65,16
Kerala,41835,19339,8645,483.1,340.0,12,1,5,740,144141,24,5.2,8.21835,1732.086821,84.64,241531.28,87.41,5,107,4.6,6
Madhya Pradesh,40297,70086,5206,260.6,385.3,24,5,6,518,278626,692,4.06,8.46682,1875.336065,192.05,250896.79,54.51,2,30,4.72,16
Chhattisgarh,78207,56687,2549,177.1,262.8,8,6,1,1753,224743,270,11.49,9.285233,3754.860048,223.21,106072.13,75.78,1,18,4.56,6
Jharkhand,10026,47250,3555,473.7,77.0,21,5,5,511,167303,134,14.38,6.394007,2368.195601,72.52,317484.32,50.33,5,927,6.46,6
Odisha,33579,69123,8222,28.2,94.6,11,2,9,462,299473,850,22.48,1.185149,1085.714207,228.66,97431.49,72.2,7,936,7.89,2
Telangana,25350,89084,3371,276.2,398.2,5,4,0,854,45780,339,19.43,3.470714,403.626954,42.41,38363.09,48.8,3,157,4.04,3
Andhra Pradesh,66649,2334,5384,243.5,210.9,11,5,0,1765,298793,46,23.87,6.732237,3992.507886,76.93,134353.07,43.08,3,758,3.6,13
Uttar Pradesh,74760,42606,9148,294.4,172.7,11,3,2,894,190767,551,18.38,8.223563,625.067115,182.32,269128.13,50.98,5,826,8.2,2
Delhi,21979,65642,5534,286.6,477.9,0,9,3,1317,253260,792,6.82,5.601709,2793.028687,129.05,67690.36,62.63,9,200,6.71,12
Karnataka,78155,54651,5168,182.5,279.2,8,8,3,254,36430,949,21.49,0.355672,4039.988697,76.29,264243.4,53.06,9,345,4.94,18
Bihar,31184,50420,5159,50.4,45.1,16,1,0,197,168000,311,9.64,9.232164,1038.185772,56.77,337929.7,80.62,1,481,7.02,19
Maharashtra,6559,38128,3791,151.2,121.8,28,5,3,1332,258561,110,23.23,0.135448,3321.031853,47.23,315490.72,24.18,2,618,6.41,6
Rajasthan,22024,43999,4758,420.3,358.7,16,2,5,807,298414,663,21.77,4.979929,1192.470084,229.78,115945.67,56.82,1,52,6.38,19
Tamil Nadu,60273,60054,8735,491.2,416.4,26,0,6,691,113131,889,6.33,1.475797,687.71706,64.69,168480.96,57.92,9,267,5.89,6
Assam,72456,101242,791,453.0,359.9,24,6,8,91,219060,823,5.29,6.3097,3221.068519,231.3,101381.76,83.65,7,460,4.42,11
West Bengal,43026,54750,5939,357.4,137.6,12,1,2,245,167478,397,18.27,1.32399,4581.561702,26.8,15396.1,65.64,10,373,8.11,11
Haryana,56384,112438,9830,381.9,298.4,20,1,2,948,285431,380,13.68,7.305129,4271.987721,162.44,55385.41,53.38,10,90,8.85,17
Uttarakhand,58841,33059,9732,211.6,277.5,0,8,6,523,181957,522,3.94,7.01052,295.484346,129.5,23658.23,29.15,1,655,5.28,2
Gujarat,36216,30592,2637,427.2,238.1,27,1,1,318,36146,140,22.72,0.226464,1511.065525,118.62,239896.16,81.05,7,532,4.4,12
Punjab,20005,94995,1893,279.1,302.7,20,1,3,1496,172118,434,11.96,5.085468,1847.669065,72.1,41774.44,39.56,3,758,8.11,16
Kerala,27385,6827,5484,108.7,456.3,5,7,6,1697,299011,958,24.66,4.689713,2484.720366,119.37,167450.18,29.76,5,20,8.41,12
Madhya Pradesh,76789,119344,5311,423.7,157.2,2,0,5,1924,26880,648,9.01,8.429243,3895.151418,123.43,60397.88,68.99,9,66,8.53,13
Chhattisgarh,27241,77464,2554,104.1,152.4,26,9,0,1030,38047,398,3.3,9.421956,3386.19946,74.23,313937.92,27.33,10,217,4.93,15
Jharkhand,60520,24712,9462,362.0,360.3,18,4,9,7,27299,98,16.44,8.858584,4690.711276,228.7,336522.41,59.59,2,518,8.2,18
Odisha,78807,115359,5864,192.2,7.4,26,3,9,1222,96070,755,9.05,1.647546,2820.286536,170.9,287311.69,61.52,3,364,6.54,18
Telangana,58958,88995,2197,383.4,22.6,2,5,9,1659,296406,153,12.49,5.685469,1679.91024,46.16,294050.86,43.52,1,672,6.93,8
Andhra Pradesh,20601,29518,9580,128.1,206.5,25,8,5,1164,71472,716,20.63,5.589949,348.003356,16.83,52838.6,36.24,5,890,5.48,1
Uttar Pradesh,1041,10904,6033,323.7,375.6,26,5,3,446,125511,988,17.9,3.77844,88.582304,31.73,291897.74,41.54,5,699,6.49,19
Delhi,62208,12407,4440,229.5,188.5,16,8,5,624,268038,500,11.51,7.110951,3067.148371,40.41,37698.9,58.64,7,767,7.69,19
Karnataka,77315,2848,426,282.2,161.1,12,5,2,455,180234,200,17.33,8.172472,4750.268989,102.72,208391.95,36.9,10,514,6.93,15
Bihar,2831,16806,8899,184.9,150.7,10,8,6,1024,138702,142,1.85,7.301673,3767.968591,206.81,139186.61,45.71,10,715,8.2,5
Maharashtra,66277,91234,9182,88.7,472.8,2,6,7,1443,56559,484,13.45,1.957511,4145.454598,246.21,140384.08,43.56,1,932,5.14,19
Rajasthan,30690,101184,5222,295.6,432.2,19,1,4,814,280470,717,5.11,4.065574,4738.644226,18.39,291271.98,83.47,6,845,4.78,14
Tamil Nadu,57743,113973,4265,298.2,473.3,16,2,9,356,155542,20,14.11,2.070803,1240.786472,158.86,39621.7,42.66,7,841,8.64,6
Assam,45713,25222,9234,92.0,360.1,14,1,7,1062,235794,963,20.06,6.751494,75.589681,105.04,51944.11,85.34,1,239,3.47,17
West Bengal,73579,72734,2020,22.2,6.0,7,3,9,896,251565,571,7.0,5.071716,661.012807,68.31,312875.79,48.32,7,661,3.03,7
Haryana,16077,107658,353,471.3,200.5,27,3,2,939,275360,656,14.95,9.668471,179.900598,245.59,62342.85,25.0,1,558,5.96,5
Uttarakhand,78949,106341,8320,429.9,230.8,15,8,7,1488,196296,639,15.79,3.036385,4355.388329,116.5,78323.5,72.89,8,515,5.11,4
Gujarat,68382,74581,5334,487.1,267.9,14,4,2,42,137511,717,14.68,2.81309,1219.749948,245.11,80157.2,65.55,3,638,3.81,13
Punjab,51277,3289,1668,457.3,1.9,27,1,6,274,184961,122,22.66,4.988363,1291.15564,126.36,45103.33,51.22,5,807,6.96,1
Kerala,2459,109537,5448,319.1,487.2,1,9,8,599,219574,82,18.2,0.557546,4383.642876,136.89,54162.77,52.36,5,905,5.94,12
Madhya Pradesh,2124,6087,1440,312.5,121.6,2,1,1,1549,111118,230,16.52,3.118941,221.159455,202.32,107941.87,87.56,6,927,6.46,17
Chhattisgarh,6120,20008,1710,399.3,396.8,1,6,1,1424,222381,999,21.78,1.029531,3024.936124,131.91,91493.6,57.43,1,238,5.25,9
Jharkhand,2040,87039,5078,249.3,119.8,8,2,7,1346,82108,895,5.05,0.891507,4196.559252,183.74,277100.36,83.25,8,59,8.99,5
Odisha,64044,4855,4781,207.3,331.5,28,0,6,1876,108361,523,0.58,1.863189,1734.709448,34.53,271157.62,41.8,9,900,8.87,13
Telangana,52981,2660,6273,38.9,61.4,0,0,5,407,225423,730,7.46,2.667514,3287.382724,150.96,267084.82,26.3,8,258,8.06,19
Andhra Pradesh,55068,9292,2790,224.6,165.7,16,1,4,1549,280694,627,16.26,2.113394,1573.833571,132.63,26695.25,48.71,1,737,8.88,14
Uttar Pradesh,77426,3990,2634,342.0,377.4,12,2,9,398,46282,992,21.73,6.891455,281.041726,181.04,226909.66,62.67,8,693,5.53,13
Delhi,71846,24949,3797,264.7,411.3,8,6,1,1202,22460,162,23.95,0.139974,3692.359993,148.25,263115.21,73.7,1,305,8.93,14
Karnataka,46777,48091,5259,439.0,234.7,23,4,0,279,133124,106,7.99,9.076682,3084.024335,100.57,40470.57,70.51,4,330,4.9,8
Bihar,56989,98921,4383,439.2,124.2,22,0,1,940,142006,262,6.31,6.547254,1957.583322,149.32,15600.98,55.91,8,20,3.81,10
Maharashtra,50935,5172,8598,67.8,449.2,11,6,5,968,64553,340,18.42,5.830326,289.964077,82.84,77532.54,37.53,7,15,4.52,19
Rajasthan,71026,25466,852,82.6,150.2,9,8,9,1382,19740,651,2.38,0.711509,2233.973912,196.97,293988.84,82.01,8,709,4.58,1
Tamil Nadu,27058,111050,8528,15.6,477.1,10,7,6,1826,80013,201,7.49,8.727443,4253.089025,68.21,107395.11,49.56,1,291,4.07,1
Assam,16400,42939,6332,478.8,443.3,5,1,8,1481,94394,679,19.85,2.201919,4732.596127,79.72,21204.31,60.93,1,23,7.64,5
West Bengal,24878,23931,4257,193.4,58.6,20,3,4,315,35808,218,3.3,9.955945,2146.01642,144.62,333448.38,71.01,10,373,7.34,9
Haryana,44712,109790,3584,155.7,234.3,25,2,4,1994,266947,231,7.27,0.381602,2874.041697,15.06,108954.13,28.16,3,836,5.96,12
Uttarakhand,53727,17406,7938,258.4,12.6,27,0,1,0,210343,454,8.35,8.345821,4972.115053,236.45,173692.53,40.04,8,998,4.11,8
Gujarat,4934,100900,4564,401.4,342.2,18,5,8,696,52397,384,4.01,1.77189,2498.730493,171.11,166530.49,72.66,5,829,8.62,1
Punjab,15240,119055,529,347.6,284.3,27,8,7,1408,135967,590,2.53,3.300396,3870.673962,13.03,167745.08,87.2,5,136,8.26,8
Kerala,3159,112303,4861,172.0,297.8,20,2,3,1358,233242,143,16.18,1.814344,318.477632,95.07,236164.56,88.06,6,230,5.96,3
Madhya Pradesh,64381,116372,7273,455.5,212.7,7,3,1,790,176937,772,23.61,8.739505,1446.88784,35.41,288524.82,22.17,2,319,8.9,5
Chhattisgarh,57613,56811,3285,148.0,123.6,0,3,6,1571,197928,166,18.3,5.180395,4275.000861,211.24,165390.31,38.66,4,877,3.86,12
Jharkhand,50209,65647,2556,466.6,111.4,1,3,3,1639,256936,919,12.23,4.1845,533.081048,100.25,144191.78,74.4,6,610,5.17,13
Odisha,74091,64875,7070,229.2,164.4,27,3,8,556,123197,650,23.82,2.74653,4130.106836,73.61,133652.81,22.43,4,453,4.9,10
Telangana,59616,83708,7905,100.9,299.2,25,1,5,656,111510,755,2.09,3.638257,3479.155658,184.44,346658.62,59.34,3,859,7.42,4
Andhra Pradesh,14227,19960,2192,49.6,108.7,26,9,5,1915,294196,213,18.32,7.097433,4230.309951,57.12,255850.05,36.68,3,850,3.47,12
Uttar Pradesh,48590,100443,3806,200.0,349.1,8,7,0,1761,211817,283,21.67,9.27699,3013.734104,244.18,187665.2,26.78,6,468,6.85,13
Delhi,40855,108880,1530,134.5,149.1,15,1,2,247,88911,618,6.57,7.184965,332.787808,25.92,233925.48,83.92,8,349,6.01,9
Karnataka,25378,58040,3676,184.3,457.2,18,0,9,1509,56425,830,17.09,4.905406,2989.034023,36.08,156592.52,83.27,5,925,6.23,8
Bihar,9423,28782,1740,238.0,290.2,20,3,9,923,102949,992,24.12,6.419895,4949.092931,89.94,33446.09,20.92,5,137,6.82,5
Maharashtra,2338,17572,6052,334.1,471.5,13,3,2,1367,52271,744,4.48,3.802177,3830.820832,57.88,108363.6,65.4,7,291,6.81,19
Rajasthan,75140,54261,8757,265.9,76.2,5,1,7,47,156026,662,17.27,0.375412,2106.576707,173.33,76497.17,82.98,1,994,4.14,18
Tamil Nadu,26143,97169,6416,423.9,373.2,1,3,1,625,217978,357,11.8,1.90702,4264.968132,174.99,101386.6,33.97,5,524,6.39,1
Assam,13105,48489,3477,201.5,455.5,20,5,3,851,69751,819,20.32,0.269222,3727.21592,163.33,59063.35,32.29,1,725,3.32,7
West Bengal,62010,36631,4456,485.9,45.3,6,0,8,869,65851,227,22.22,4.357396,3449.910179,148.78,99007.15,73.91,4,444,7.61,18
Haryana,27967,52270,8291,134.3,307.8,5,2,0,1537,94508,518,12.66,5.427946,4179.874732,197.82,219549.45,69.95,7,365,5.05,2
Uttarakhand,74369,110230,1857,386.0,178.2,25,6,9,1991,292756,863,1.44,0.755075,1602.021539,184.81,191191.82,72.36,5,176,5.6,5
Gujarat,45358,101362,137,100.2,371.3,24,7,4,485,168917,545,4.35,8.634639,3301.360584,156.68,69673.73,20.85,2,836,3.22,18
Punjab,28064,41486,4007,71.8,283.7,2,1,6,926,30612,161,20.95,4.857388,1518.204659,73.75,120570.87,78.43,5,56,4.65,11
Kerala,76850,55624,2064,467.0,191.1,3,0,4,541,265559,532,18.98,9.478223,1173.147021,18.93,219634.7,30.0,9,65,4.39,9
Madhya Pradesh,14505,103816,8895,344.1,162.9,19,6,1,228,221742,642,12.87,7.468944,2833.090149,5.12,125579.3,71.74,7,508,8.97,14
Chhattisgarh,6868,87214,5306,244.7,257.8,15,1,1,1817,240141,485,23.33,7.748901,3977.218503,130.26,266978.55,80.0,5,283,5.73,16
Jharkhand,9140,98303,5779,463.2,113.8,17,0,1,1416,160636,702,1.15,6.347132,2087.244761,81.15,213713.64,23.52,4,478,8.65,6
Odisha,14420,57056,5304,315.1,102.9,14,5,1,1891,216118,818,7.19,2.189157,4202.942486,117.58,240091.55,84.76,1,418,5.75,14
Telangana,50788,60785,7387,59.7,437.3,27,0,4,1018,219198,935,14.46,4.956922,133.335453,202.91,144153.34,20.79,7,626,6.88,2
Andhra Pradesh,40302,62833,6394,384.3,226.8,15,4,0,1258,93404,227,5.65,3.577145,2545.849395,141.65,301970.57,42.91,8,920,7.17,9
Uttar Pradesh,1415,79792,6464,98.7,288.8,2,8,9,1019,136196,130,13.61,2.584258,3170.085296,93.58,66381.43,86.38,7,718,3.2,12
Delhi,26809,73417,2318,459.4,495.3,2,8,8,457,287182,163,16.76,0.711111,822.475085,155.77,266039.84,57.12,8,274,6.64,13
Karnataka,9820,76497,9057,234.9,195.2,28,7,4,355,204470,969,24.44,8.304365,2440.399112,55.93,137807.96,85.61,9,391,8.14,3
Bihar,28434,40781,8312,192.5,461.4,29,5,7,1884,251408,823,7.5,1.571529,2644.122636,52.08,283744.68,26.99,3,138,7.74,11
Maharashtra,6632,69562,4083,354.1,321.6,5,4,2,1158,157895,905,23.87,4.073947,4918.430619,149.92,138101.14,83.25,1,892,8.64,18
Rajasthan,11946,33560,3466,228.8,5.3,20,6,3,890,64570,569,20.1,6.748833,4214.142103,148.87,243296.02,63.95,10,622,3.65,18
Tamil Nadu,55015,23182,7300,135.7,200.0,25,2,1,174,119809,609,21.08,4.228115,1005.588676,26.82,66355.53,77.77,5,915,5.59,11
Assam,28042,71533,5160,181.3,273.3,20,2,0,1191,104326,378,1.37,3.343214,3465.910171,98.94,287060.36,67.32,3,543,6.35,15
West Bengal,59428,52287,4084,124.4,155.7,2,9,7,638,139861,278,24.29,5.33322,1091.085512,210.5,186377.0,31.25,8,195,5.84,6
Haryana,10860,52742,2357,360.3,68.0,16,0,1,1649,185637,629,19.84,1.305444,1974.60105,205.04,18790.81,71.6,10,337,5.88,6
Uttarakhand,67195,88219,2377,124.7,492.2,9,2,2,1350,144223,319,1.61,0.225922,745.6217,125.89,333777.58,87.9,5,38,4.28,8
Gujarat,11105,81414,1404,275.0,119.1,13,7,7,1645,202901,237,11.32,7.232961,366.670534,79.11,287468.02,57.48,10,71,4.92,2
Punjab,60679,116301,6140,189.7,274.8,6,6,9,282,119057,613,6.66,4.32603,3842.389989,43.51,216187.78,74.01,5,372,5.69,17
Kerala,46456,4611,2547,197.7,423.0,25,1,5,1122,153408,145,19.6,8.60442,2773.035356,145.71,149490.11,85.17,8,495,7.34,15
Madhya Pradesh,58471,99052,2141,411.9,40.9,27,5,0,270,269120,689,21.98,1.839722,182.479077,101.69,330521.11,39.97,3,500,6.53,15
Chhattisgarh,33184,5336,3632,284.8,196.8,1,3,3,33,187688,633,14.02,7.979671,1682.438783,58.93,184620.37,32.42,9,220,3.8,19
Jharkhand,77623,21944,8149,477.5,460.4,13,9,1,1937,267971,416,5.86,5.856386,4814.373287,84.04,20252.26,37.59,6,293,4.72,4
Odisha,18823,1360,8428,254.2,493.1,1,9,0,727,82378,45,7.45,5.886978,63.439583,108.63,79306.39,40.93,4,323,4.03,17
Telangana,2604,95544,3469,353.3,102.6,17,9,7,1722,270346,411,23.85,6.09576,3338.622848,60.19,19356.85,75.94,4,445,3.01,14
Andhra Pradesh,31076,106798,850,225.0,261.1,15,4,4,1276,115930,150,12.38,6.845955,3773.710387,99.26,45676.54,81.36,4,56,5.24,19
Uttar Pradesh,55263,52752,2475,446.3,408.3,16,8,3,1292,299175,674,23.78,3.560619,516.574526,56.95,208069.19,41.37,4,440,6.23,15
Delhi,54791,47831,1191,374.3,452.0,17,9,9,1559,212869,17,0.72,0.342169,346.751319,93.91,160383.66,75.51,10,954,5.58,19
Karnataka,13632,98054,3924,140.7,416.0,24,0,4,1367,165630,774,21.07,1.505329,557.502186,52.64,116658.27,81.06,5,610,5.32,17
Bihar,53150,17811,9776,338.8,302.0,6,2,0,1561,77032,793,17.29,1.518545,4901.078893,210.74,184062.8,70.7,10,756,4.06,18
Maharashtra,68896,92878,4233,287.1,360.7,28,2,4,1238,229188,246,13.53,3.369719,2549.170256,75.25,234328.44,42.88,8,193,8.04,3
